647 JONESVILLE ROAD COLDWATER MICHIGAN,41.98515130000001,-84.9524627
89 SMITH STREET COLDWATER MICHIGAN,41.9451071,-84.9919305
382 NORTH FREMONT ROAD COLDWATER MICHIGAN,41.9371144,-84.9322818
247 EAST WASHINGTON STREET COLDWATER MICHIGAN,41.9366347,-84.99162179999999
200 EAST GARFIELD ROAD 232 COLDWATER MICHIGAN,41.9271849,-85.039546
243 WEST CHICAGO STREET 2 COLDWATER MICHIGAN,41.9420795,-85.011208
30 PINE TREE LANE G COLDWATER MICHIGAN,41.9352705,-84.9856988
204 HENRY STREET COLDWATER MICHIGAN,41.9445079,-85.0156714
134 WEST COLON ROAD B COLDWATER MICHIGAN,41.9435906,-85.06583359999999
156 WEST CLARKE AVENUE COLDWATER MICHIGAN,41.9519846,-85.00696529999999
531 ROCKY RIDGE DRIVE COLDWATER MICHIGAN,41.7809596,-84.9728639
330 S MICHIGAN AVENUE COLDWATER MICHIGAN,41.9292393,-84.97644059999999
675 JO JO LANE COLDWATER MICHIGAN,41.8142607,-84.9590881
196 n. angola rd. COLDWATER MICHIGAN,41.9122798,-85.0057461
938 HEIGHTS DRIVE COLON MICHIGAN,42.0136017,-85.2764481
1057 PAUL RD MONTGOMERY MICHIGAN,41.7814455,-84.87281010000001
202 SOUTH MAIN STREET MONTGOMERY MICHIGAN,41.7761364,-84.8042102
1045 GROVE RD QUINCY MICHIGAN,41.8341766,-84.87296049999999
2580 PIERCE ROAD QUINCY MICHIGAN,41.88923339999999,-84.8165044
563 SOUTH RAY QUINCY ROAD QUINCY MICHIGAN,41.8325099,-84.88040459999999
1004 ANNIN ROAD QUINCY MICHIGAN,42.0371472,-84.8837726
420 RIDGE ROAD QUINCY MICHIGAN,41.9425361,-84.9127287
363 CHIPPEWA CIRCLE SHERWOOD MICHIGAN,42.0545859,-85.2576826
849 VOGEL DRIVE SHERWOOD MICHIGAN,42.00984330000001,-85.2566763
360 CHIPPEWA CIRCLE DRIVE SHERWOOD MICHIGAN,42.65716949999999,-82.9192145
